ID,ID,country,year,assignment,lineage,lab_date,brgy,municipality,province,latitude,longitude,species,species_type,,,
Z-13-184,Z-13-184,Philippines,2013,Asian SEA4,Asian SEA4_A1.3,29/8/2013,Tabangaw,Batangas  ,Batangas,13.7207195,121.103796,Canis familiaris,Domestic Dog,,,
Z-13-204,Z-13-204,Philippines,2013,Asian SEA4,Asian SEA4_A1.3.1,26/9/2013,Dayap,Calauan,Laguna,14.13318557,121.2951683,Canis familiaris,Domestic Dog,,,
Z-13-216,Z-13-216,Philippines,2013,Asian SEA4,Asian SEA4_A1.3,25/10/2013,Bgy. 2,Mamburao,Occidental Mindoro,13.25401504,120.6612766,Canis familiaris,Domestic Dog,,,
Z-13-234,Z-13-234,Philippines,2013,Asian SEA4,Asian SEA4_A1.3.1,15/11/2013,Mayapa,Calamba ,Laguna,14.18862277,121.1242055,Canis familiaris,Domestic Dog,,,
Z-13-259,Z-13-259,Philippines,2013,Asian SEA4,Asian SEA4_C1,18/12/2013,  Pound,Cavite  ,Cavite,14.48021461,120.8978023,Canis familiaris,Domestic Dog,,,
Z-14-023,Z-14-023,Philippines,2014,Asian SEA4,Asian SEA4_A1.2,31/1/2014,Poblacion I,Sta. Cruz,Laguna,14.26443013,121.4040122,Canis familiaris,Domestic Dog,,,
Z-14-033,Z-14-033,Philippines,2014,Asian SEA4,Asian SEA4_A1.2,7/2/2014,"Bagumbayan, Zone 4",Atimonan,Quezon,13.98301338,121.8863992,Canis familiaris,Domestic Dog,,,
Z-14-05,Z-14-05,Philippines,2014,Asian SEA4,Asian SEA4_C1,5/1/2014,Pasong Camachile,General Trias,Cavite,14.32966619,120.8999068,Canis familiaris,Domestic Dog,,,
Z-14-058,Z-14-058,Philippines,2014,Asian SEA4,Asian SEA4_D1,14/3/2014,-,Taytay,Rizal,14.56080116,121.1315174,Canis familiaris,Domestic Dog,,,
Z-14-098,Z-14-098,Philippines,2014,Asian SEA4,Asian SEA4_A1.1.2,29/4/2014,Dita,Cuenca,Batangas,13.90952328,121.0537657,Canis familiaris,Domestic Dog,,,
Z-14-101,Z-14-101,Philippines,2014,Asian SEA4,Asian SEA4_A1.2,4/5/2014,Upper Bicutan,Taguig  ,Metro Manila,14.51469695,121.0660524,Canis familiaris,Domestic Dog,,,
Z-14-106,Z-14-106,Philippines,2014,Asian SEA4,Asian SEA4_A1.1.2,8/5/2014,Sta. Cruz,Cavite  ,Cavite,14.48021461,120.8978023,Felis catus,Cat,,,
Z-14-126,Z-14-126,Philippines,2014,Asian SEA4,Asian SEA4_A1.1.2,31/5/2014,Talon 5,Las Pinas  ,Metro Manila,14.4423825,120.9940879,Canis familiaris,Domestic Dog,,,
Z-14-136,Z-14-136,Philippines,2014,Asian SEA4,Asian SEA4_A1.1.2,11/6/2014,"Parklane,San Francisco",General Trias,Cavite,14.32966619,120.8999068,Canis familiaris,Domestic Dog,,,
Z-14-142,Z-14-142,Philippines,2014,Asian SEA4,Asian SEA4_C1,21/6/2014,Mercedes Homes 3,Binan  ,Laguna,14.30526494,121.0647852,Canis familiaris,Domestic Dog,,,
Z-14-182,Z-14-182,Philippines,2014,Asian SEA4,Asian SEA4_A1.2,20/8/2014,San Francisco,Pulilan,Bulacan,14.91386664,120.8556301,Canis familiaris,Domestic Dog,,,
Z-14-243,Z-14-243,Philippines,2014,Asian SEA4,Asian SEA4_A1.3.1,13/11/2014,Bubukal St.,Sta. Cruz,Laguna,14.26443013,121.4040122,Canis familiaris,Domestic Dog,,,
Z-15-001,Z-15-001,Philippines,2015,Asian SEA4,Asian SEA4_A1.1.2,1/1/2015,Bagumbayan,Pililla,Rizal,14.4548703,121.3449535,Canis familiaris,Domestic Dog,,,
Z-15-009,Z-15-009,Philippines,2015,Asian SEA4,Asian SEA4_A1.2,16/1/2015,South Triangle,Quezon  ,Metro Manila,14.67428047,121.0574986,Canis familiaris,Domestic Dog,,,
Z-15-163,Z-15-163,Philippines,2015,Asian SEA4,Asian SEA4_C1,5/9/2015,Panapaan 8,Bacoor  ,Cavite,14.41614393,120.9704734,Canis familiaris,Domestic Dog,,,
Z-16-082,Z-16-082,Philippines,2016,Asian SEA4,Asian SEA4_A1.1.2,24/5/2016,Caingin,Sta. Rosa  ,Laguna,14.27260264,121.0895167,Canis familiaris,Domestic Dog,,,
Z-16-150,Z-16-150,Philippines,2016,Asian SEA4,Asian SEA4_A1.2,5/9/2016,Putatan,Muntinlupa  ,Metro Manila,14.40197636,121.0327847,Canis familiaris,Domestic Dog,,,
Z-16-151,Z-16-151,Philippines,2016,Asian SEA4,Asian SEA4_A1.2,5/9/2016,-,Carmona,Cavite,14.29896527,121.0371349,Canis familiaris,Domestic Dog,,,
Z-16-196,Z-16-196,Philippines,2016,Asian SEA4,Asian SEA4_A1.1.2,23/11/2016,Sampaloc,Dasmarinas  ,Cavite,14.31850325,120.9657797,Canis familiaris,Domestic Dog,,,
Z-16-209,Z-16-209,Philippines,2016,Asian SEA4,Asian SEA4_A1.3,14/12/2016,Pahinga Sur,Candelaria,Quezon,13.94085961,121.4302409,Canis familiaris,Domestic Dog,,,
Z-16-210,Z-16-210,Philippines,2016,Asian SEA4,Asian SEA4_B1.1.1,16/12/2016,Almanza 2,Las Pinas  ,Metro Manila,14.4423825,120.9940879,Canis familiaris,Domestic Dog,,,
Z-16-211,Z-16-211,Philippines,2016,Asian SEA4,Asian SEA4_C1,19/12/2016,Las Villas De Manila,Binan  ,Laguna,14.30526494,121.0647852,Canis familiaris,Domestic Dog,,,
Z-17-046,Z-17-046,Philippines,2017,Asian SEA4,Asian SEA4_A1.1.2,6/3/2017,Bgy. San Fernando,Sto. Tomas,Batangas,14.07637376,121.1824598,Canis familiaris,Domestic Dog,,,
Z-17-174,Z-17-174,Philippines,2017,Asian SEA4,Asian SEA4_A1.1.2,23/9/2017,Poblacion,Muntinlupa ,Metro Manila,14.40197636,121.0327847,Canis familiaris,Domestic Dog,,,
Z-17-177,Z-17-177,Philippines,2017,Asian SEA4,Asian SEA4_A1.1.2,25/9/2017,Bgy. Navarro,General Trias,Cavite,14.32966619,120.8999068,Canis familiaris,Domestic Dog,,,
Z-17-193,Z-17-193,Philippines,2017,Asian SEA4,Asian SEA4_A1.1.2,13/10/2017,Binonoan,Infanta,Quezon,14.71657136,121.650984,Canis familiaris,Domestic Dog,,,
Z-17-200,Z-17-200,Philippines,2017,Asian SEA4,Asian SEA4_A1.2,31/10/2017,Mamatid,Cabuyao,Laguna,14.24922952,121.121079,Canis familiaris,Domestic Dog,,,
Z-17-221,Z-17-221,Philippines,2017,Asian SEA4,Asian SEA4_C1,28/11/2017,Bgy. Nawasa,Noveleta,Cavite,14.43119105,120.8796209,Canis familiaris,Domestic Dog,,,
Z-17-57,Z-17-57,Philippines,2017,Asian SEA4,Asian SEA4_A1.3,29/3/2017,Magbag,San Jose,Occidental Mindoro,12.45581677,121.1219622,Canis familiaris,Domestic Dog,,,
Z-18-001,Z-18-001,Philippines,2018,Asian SEA4,Asian SEA4_A1.1.2,2/1/2018,"Andrea Vill. I, Panapaan Vi",Bacoor  ,Cavite,14.41614393,120.9704734,Felis catus,Cat,,,
Z-18-114,Z-18-114,Philippines,2018,Asian SEA4,Asian SEA4_B1.1.1,28/5/2018,Banay-Banay 1St,San Jose,Batangas,13.87787315,121.0901132,Canis familiaris,Domestic Dog,,,
Z-18-159,Z-18-159,Philippines,2018,Asian SEA4,Asian SEA4_A1.2,19/7/2018,Sta. Cruz,Guiginto,Bulacan,14.83746463,120.8923363,Canis familiaris,Domestic Dog,,,
Z-18-224,Z-18-224,Philippines,2018,Asian SEA4,Asian SEA4_A1.2,28/10/2018,Camarin Rd.,Caloocan  ,Metro Manila,14.74647256,121.0486805,Canis familiaris,Domestic Dog,,,
Z-18-251,Z-18-251,Philippines,2018,Asian SEA4,Asian SEA4_A1.1.2,7/12/2018,"Rpa Enterprises, Don Jose",Sta. Rosa  ,Laguna,14.27260264,121.0895167,Canis familiaris,Domestic Dog,,,
Z-19-029,Z-19-029,Philippines,2019,Asian SEA4,Asian SEA4_A1.3,26/2/2019,Antipolo Del Sur,Lipa  ,Batangas,13.94086577,121.1746864,Canis familiaris,Domestic Dog,,,
Z-19-123,Z-19-123,Philippines,2019,Asian SEA4,Asian SEA4_A1.1.2,11/8/2019,Anabu 2F,Imus,Cavite,14.39822975,120.9319992,Canis familiaris,Domestic Dog,,,
Z-19-136,Z-19-136,Philippines,2019,Asian SEA4,Asian SEA4_A1.2,5/9/2019,Canlubang,Calamba  ,Laguna,14.18862277,121.1242055,Canis familiaris,Domestic Dog,,,
Z-19-88,Z-19-88,Philippines,2019,Asian SEA4,Asian SEA4_A1.2,31/5/2019,San Isidro,Angono,Rizal,14.54362773,121.165434,Canis familiaris,Domestic Dog,,,
Z-20-01,Z-20-01,Philippines,2020,Asian SEA4,Asian SEA4_C1,3/1/2020,"Meadowood Subd.,Panapaan 8",Bacoor  ,Cavite,14.41614393,120.9704734,Canis familiaris,Domestic Dog,,,
Z-20-110,Z-20-110,Philippines,2020,Asian SEA4,Asian SEA4_A1.2,23/10/2020,"Pacita Complex 1, San Vicente",San Pedro,Laguna,14.34936983,121.0384844,Canis familiaris,Domestic Dog,,,
Z-20-24,Z-20-24,Philippines,2020,Asian SEA4,Asian SEA4_A1.2,14/2/2020,Bayanan,Muntinlupa  ,Metro Manila,14.40197636,121.0327847,Canis familiaris,Domestic Dog,,,
Z-20-33,Z-20-33,Philippines,2020,Asian SEA4,Asian SEA4_A1.1.2,18/2/2020,F.B. Harizon Edsa,Pasay  ,Metro Manila,14.53080944,121.0041508,Canis familiaris,Domestic Dog,,,
Z-20-51,Z-20-51,Philippines,2020,Asian SEA4,Asian SEA4_A1.2,2/3/2020,Herald Village Subd.,Angono,Rizal,14.54362773,121.165434,Canis familiaris,Domestic Dog,,,
Z-22-103,Z-22-103,Philippines,2022,Asian SEA4,Asian SEA4_A1.2,21/11/2022,Paroyhog,Santa Maria,Romblon,12.40310216,122.0836566,Canis familiaris,Domestic Dog,,,
Z-22-121,Z-22-121,Philippines,2022,Asian SEA4,Asian SEA4_A1.1.2,19/12/2022,Carmen,San Agustin,Romblon,12.55403552,122.1124048,Canis familiaris,Domestic Dog,,,
Z-23-01,Z-23-01,Philippines,2023,Asian SEA4,Asian SEA4_A1.2,3/1/2023,Balibago,Sta. Rosa ,Laguna,14.27260264,121.0895167,Canis familiaris,Domestic Dog,,,
Z-23-01Sa,Z-23-01Sa,Philippines,2023,Asian SEA4,Asian SEA4_A1.2,3/1/2023,Balibago,Sta. Rosa ,Laguna,14.27260264,121.0895167,Canis familiaris,Domestic Dog,,,
Z-98-1061,Z-98-1061,Philippines,1998,Asian SEA4,Asian SEA4_A1,5/8/1998,Tejero,General Trias,Cavite,14.32966619,120.8999068,Canis familiaris,Domestic Dog,,,
Z-98-433,Z-98-433,Philippines,1998,Asian SEA4,Asian SEA4_A1.2,30/4/1998,Palamitan,Kawit,Cavite,14.44475736,120.9012276,Canis familiaris,Domestic Dog,,,
Z-98-454,Z-98-454,Philippines,1998,Asian SEA4,Asian SEA4_A1,4/5/1998,Betterliving Subd,Paranaque,Metro Manila,14.48357034,121.0147858,Canis familiaris,Domestic Dog,,,
Z-98-515,Z-98-515,Philippines,1998,Asian SEA4,Asian SEA4_D1,20/5/1998,Cupang,Muntinlupa,Metro Manila,14.40197636,121.0327847,Canis familiaris,Domestic Dog,,,
Z-98-616,Z-98-616,Philippines,1998,Asian SEA4,Asian SEA4_B1,18/6/1998,-,San Miguel,Bulacan,15.17310142,121.0401182,Canis familiaris,Domestic Dog,,,
Z-98-667,Z-98-667,Philippines,1998,Asian SEA4,Asian SEA4_A1,29/6/1998,Mayapa,Calamba,Laguna,14.18862277,121.1242055,Canis familiaris,Domestic Dog,,,
Z-98-712,Z-98-712,Philippines,1998,Asian SEA4,Asian SEA4_A1,11/7/1998,Macantod,Siniloan,Laguna,14.43714914,121.4867785,Canis familiaris,Domestic Dog,,,
Z-98-718,Z-98-718,Philippines,1998,Asian SEA4,Asian SEA4_A1,13/7/1998,Maraykid,San Juan,Batangas,13.75727426,121.3908944,Canis familiaris,Domestic Dog,,,
Z-98-780,Z-98-780,Philippines,1998,Asian SEA4,Asian SEA4_A1,25/7/1998,San Miguel,Alaminos,Laguna,14.04459696,121.2475488,Canis familiaris,Domestic Dog,,,
Z-98-838,Z-98-838,Philippines,1998,Asian SEA4,Asian SEA4_B1,9/8/1998,Upper Bicutan,Taguig,Metro Manila,14.51469695,121.0660524,Canis familiaris,Domestic Dog,,,
Z-98-860,Z-98-860,Philippines,1998,Asian SEA4,Asian SEA4_A1,14/8/1998,-,San Francisco,Quezon,13.29448721,122.5720534,Canis familiaris,Domestic Dog,,,
